relato;area;urgencia
Olá. Rendimento do Tesouro Direto tá muito abaixo do prometido. Quero resgatar antes que piore. Conto com vocês.;investimento;media
Atendente derrubou ligação na transferência. Ninguém lê histórico do chamado. Queria que agilizassem.;atendimento;media
Abri processo no procon e quero posição. preciso de resposta oficial. isso tá gerando juros e multas.;atendimento;alta
E aí pessoal. Agendei pix de 28468 reais e não saiu na data. Era pra conta de Helena. Tô sem conseguir pagar minhas contas por causa disso.;pix;alta
Fui fazer compra de R$20,93 e o cartão foi recusado. Funciona em algumas lojas e em outras não. Minha conta tá com problema também.;cartao;alta
Liguei pro 0800 e fiquei faz 3 dias na espera sem ser atendido. Isso e desrespeito. Se demorar mais vai complicar.;atendimento;media
Quero cancelar débito automático e o app não permite. Quero cancelar tudo e pagar manualmente. Preciso de uma solução em breve.;conta;media
O pix duplicou, enviei R$ 5395 uma vez e debitaram duas. O destinatário recebeu duas vezes e preciso recuperar.;pix;alta
Roubaram minha carteira e tão fazendo compras no cartão. Quero cartão novo o mais rapido possível. Minha renda ta comprometida por essa cobrança.;cartao;alta
Como paro de receber extrato em papel. É só desativar. Já faz um tempo e não resolveram.;cadastro;media
Opa, tudo bem. Como solicito segundo cartão. Qual o limite do adicional.;cartao;baixa
Opa. App caiu e não consigo acessar nada. Quando volta ao normal. Aguardo retorno.;atendimento;media
Quero incluir nome social no cadastro. Tenho certidão. Queria só uma informação.;cadastro;baixa
Oi. Debitaram R$2.102,63 como saque e eu não saquei. Preciso de estorno e investigação. Valeu.;conta;alta
Como trocar minha senha do app. Posso fazer pelo app. Posso aguardar.;seguranca;baixa
E aí pessoal. Meu endereço tá desatualizado no sistema. Preciso mandar comprovante. Posso aguardar.;cadastro;baixa
Parcela do empréstimo tá vencendo e preciso de carência. Tem como suspender temporariamente. Não é emergência mas preciso resolver.;emprestimo;media
Rendimento do fundo multimercado nao bate com taxa informada. Prometeram acima da poupança quando apliquei. Tá me atrapalhando.;investimento;media
Oi gente. Pedi portabilidade há faz mais de uma semana e não liberam. Quero comparar condições antes de decidir. Seria bom resolver essa semana. Fico no aguardo.;emprestimo;media
Preciso de cartão extra pra dependente. Como funciona.;cartao;baixa
Preciso informe de anos anteriores. No app só tem do ano passado.;investimento;baixa
Descontaram R$1.326,75 de empréstimo que nunca fiz. Quero estorno imediato.;emprestimo;alta
Olá. Recebi ligação pedindo senha do cartão. Parecia real mas desconfiei. Gostaria d um retorno essa semana. Agradeço a atenção.;seguranca;media
Quero exercer meus direitos LGPD. Como solicito. Quando tiver um tempinho.;cadastro;baixa
Preciso pausar pagamentos do empréstimo por essa semana. Qual alternativa tenho. Quero resolver antes que vire um problema maior. Abraço.;emprestimo;media
Cartão foi roubado e fizeram R$ 1436 em compras. Quero cartão novo o mais rápido possível. Agradeço a atenção.;cartao;alta
Apareceu pix de R$8.616,17 que não fiz. Minha senha pode ter vazado.;pix;alta
Alô. Meu pix agendado foi recusado sem motivo. O destinatário tá cobrando. Desde já agradeço.;pix;media
Alô. Quero pedir cartão adicional pra Lucas. Como funciona. Não consigo fazer nenhuma operação financeira. Obrigado.;cartao;alta
Qual a diferença entre LCI e LCA. Pra aplicar R$ 19491.;investimento;alta
Preciso trocar vencimento da fatura pra dia 2325. Fica melhor pro meu orçamento. Sem correria.;cartao;baixa
Não consigo mais entrar na conta e nao fui eu q troquei a senha. Podem estar movimentando meu dinheiro.;seguranca;alta
Me transferiram 8 vezes entre setores. Ninguém lê histórico do chamado.;atendimento;media
CPF tá com nome errado no sistema. O erro não é meu. Cada dia que passa perco dinheiro.;cadastro;alta
E aí pessoal. Tem débito de 24405 reais no extrato que não é meu. Preciso de estorno e investigação. Tô tendo prejuízo financeiro real. Agradeço a atenção.;conta;alta
Qual a diferença entre LCI e LCA. Quero o mais seguro. Quero resolver com calma. Fico no aguardo.;investimento;baixa
Opa. Meu investimento de R$2.938,98 foi liquidado sem eu pedir. Quero investigação e estorno. Grato pela atenção.;investimento;alta
Muito decepcionado com o banco. Atendimento não funciona e app dá erro. Agradeço a atenção.;atendimento;media
Boa noite. Mandei pix de R$124,58 e saiu o dobro da conta. Agora faltou dinheiro pra pagar outras contas.;pix;alta
Olá. Preciso atualizar meu endereço. Mudei agora pouco.;cadastro;baixa
Olá. Mandei reclamação no Banco Central e quero acompanhar. Já faz hoje à tarde. Preciso resolver isso em breve. Aguardo retorno.;atendimento;media
Atendente disse que estorno cairia em 10 dias e não caiu. Por causa disso perdi prazo de contestar R$ 12048.;atendimento;baixa
O app não deixa eu fazer pix, aparece dados inválidos. Preciso fazer pagamento urgente.;pix;media
Produto descontinuado e migraram dinheiro sem autorização. Onde ta meu dinheiro. Fizeram transações na minha conta sem eu autorizar.;investimento;alta
Quanto de imposto pago se resgatar agora?. Achei que alíquota seria menor. É mais pra controle mesmo.;investimento;baixa
É confiável usar o app pra investir R$ 2736. Tem alguma garantia.;seguranca;baixa
Pessoal. Estão usando meus dados pra fazer pix em meu nome. Preciso bloquear minha chave urgente. Isso tá gerando juros e multas.;pix;alta
Opa, tudo bem. Recebi notificação de conta aberta que não solicitei. Preciso de boletim de ocorrência. Minha renda tá comprometida por essa cobrança. Att, {nome}.;seguranca;alta
App não deixa investir em fundo multimercado pelo perfil. Preciso resolver pra não perder oportunidade.;investimento;baixa
Boa tarde. Chat funciona no fim de semana?. Mandei mensagem essa semana e ninguém respondeu. Espero uma solução.;atendimento;baixa
Olá. Meu cartão recusa todas as compras desde anteontem. Já reiniciei o app e nada mudou. Grata.;cartao;alta
Bloquearam minha conta sem aviso no fim de semana. Cada atendente fala um motivo diferente.;conta;alta
Pedi portabilidade d salário e nao efetivou. Tô sem acesso ao salário.;conta;media
Boa tarde. Não consigo pagar parcela de R$ 1.674,32 que vence essa semana. Tô passando por dificuldades financeiras.;emprestimo;media
Quero ativar notificação pra cada transação. Pra monitorar melhor. Posso aguardar. Podem me ajudar?;seguranca;baixa
Conta restrita por pendência no cpf. preciso resolver pra fazer pagamentos urgentes.;conta;alta
Bom dia. Faz 2 meses sem dividendos do fundo. Valor informado era outro. Podem me ajudar?;investimento;media
Oi. Transferência de R$ 2.865,23 saiu da conta mas não chegou. O destinatário precisa do valor. Att, {nome}.;conta;alta
Olá, bom dia. Débito automático do aluguel falhou de novo. Preciso estorno do duplicado. Se puderem olhar com atenção. Agradeço a atenção.;conta;media
Oi, boa noite. Sou iniciante e quero orientação. Qual o mínimo. Espero que resolvam.;investimento;media
Olá. Sistema do banco tá instável. Quando volta ao normal. Preciso que analisem isso. Podem me ajudar?;atendimento;media
Garantiram resolução em 7 dias úteis. Já faz há 20 dias e ninguém entrou em contato.;atendimento;alta
Preciso do contrato do empréstimo. Quero conferir cláusulas.;emprestimo;baixa
A aproximação tá desabilitada e não consigo ativar. Tentei em várias maquininhas. Minha conta tá com problema também.;cartao;baixa
Meu pix agendado de R$ 477 não foi executado. Agora tenho que pagar multa por atraso. Preciso de uma solução em breve.;pix;media
Oi gente. Preciso fechar minha conta e transferir saldo. Não quero que cobrem tarifa depois. Posso aguardar.;conta;baixa
Pedi parcelamento em 30 vezes e não aceitaram. Preciso dividir porque não consigo pagar à vista. Gostaria de um retorno essa semana.;cartao;media
Boa tarde. dados do meu cadastro foram modificados sem eu pedir. preciso reverter. cada dia que passa perco dinheiro.;cadastro;alta
Cartão bloqueou depois de compra de 63 reais. Não consigo usar pra nada enquanto bloqueado.;cartao;alta
Oi gente. Quero encerrar minha conta. O app não tem essa opção. Pode responder quando der.;conta;baixa
Fui assaltado e levaram meu cartão. Preciso cancelar compras feitas após o roubo. Meu salário tá preso e preciso pagar aluguel. Grato.;cartao;alta
Boa noite. O app é seguro pra fazer transações de R$ 36. Tem alguma garantia.;seguranca;baixa
Apareceu parcela d empréstimo debitando direto da conta. Nunca contratei isso. Tô sem acesso ao meu dinheiro.;conta;alta
Quero pagar parcelas adiantadas mas app só quita tudo. O desconto deveria ser maior pela antecipação.;emprestimo;baixa
Boa tarde. Biometria facial não tá reconhecendo meu rosto. Já tentei com luz diferente.;seguranca;media
Agendei pix de R$1.981,20 e não saiu na data. Vai gerar multa pra mim.;pix;media
Recebi SMS dizendo que minha conta foi acessada de outro dispositivo. Quero trocar todas as senhas. Tô sendo cobrado por algo que já paguei. Podem me ajudar?;seguranca;alta
Alguém acessou minha conta e transferiu 56 reais via pix. Preciso bloquear tudo e recuperar o dinheiro. Minha renda tá comprometida por essa cobrança.;pix;alta
Oi. Quero alterar a data de vencimento da fatura. É possível pelo app. Quero resolver com calma.;cartao;baixa
Olá. Cobrança de pacote de serviços que não contratei. Quero entender essa cobrança. Tá pendente há dias. Desde já agradeço.;conta;media
Tem débito d 1520 reais no extrato q não é meu. preciso de estorno e investigação. preciso do dinheiro pra pagar conta que vence hoje. att.;conta;alta
Fizeram pix da minha conta de madrugada. Preciso de estorno. Obrigada.;pix;media
Oi, boa noite. Não acho informe no app. Prazo da declaração tá chegando. Sem correria.;investimento;baixa
Mandei reclamação no Banco Central e quero acompanhar. Quero que se manifestem.;atendimento;media
Opa. Cheque especial ativado sem pedir. Quero que zerem os juros. Minha renda tá comprometida por essa cobrança. Grata.;conta;alta
Quero migrar investimentos de r$ 21685 pra outra corretora. preciso que liberem logo.;investimento;media
Parcela do empréstimo tá vencendo e preciso de carência. Quanto fica de juros se atrasar. Se demorar mais vai complicar.;emprestimo;media
Olá. Não vou conseguir pagar parcela de R$ 2.092,39 esse mês. Tem como suspender temporariamente. Fizeram transações na minha conta sem eu autorizar.;emprestimo;alta
Sistema do banco tá instável. Quando volta ao normal. Preciso resolver antes do vencimento.;atendimento;media
Negativaram por empréstimo já renegociado. Preciso da carta de quitação urgente.;emprestimo;alta
Preciso de conta empresarial. Pode ser pelo app. Abraço.;cadastro;baixa
E aí pessoal. Tentei várias vezes atualizar e não vai. Trava na hora de confirmar. Grato.;cadastro;media
Meu endereço foi mudado e não fui eu. Não autorizei nenhuma mudança. Meu cartão tá sendo usado por terceiros agora.;cadastro;alta
Quero cadastrar email pra receber notificações. Quero receber fatura por email. Não é nada urgente.;cadastro;baixa
Opa. Parcela era 96 reais mas com taxas fica R$ 2829. Quando contratei mostraram outro valor. Desde já agradeço.;emprestimo;media
O banco diz que meu CPF tem pendência. Na Receita Federal tá tudo regular. Não posso ficar sem acesso à minha conta.;conta;alta
Prazo de resposta estourou e ninguém se manifestou. Vou reclamar no Reclame Aqui.;atendimento;media
Opa. Abri chamado desde o mês passado e disseram que resolveriam em 5 dias. O problema continua igual. Quero evitar que piore.;atendimento;media
Bom dia. Fizeram empréstimo na minha conta sem eu pedir. Quero cancelamento e apuração. Meu salário tá preso e preciso pagar aluguel. Valeu.;emprestimo;alta
Quando sai o informe desse ano?. Prazo da declaração tá chegando.;investimento;baixa
Gerei cartão virtual e expirou antes de usar. Já tentei gerar vários e todos dão problema. Agradeço a atenção.;cartao;baixa
Tem seguro e tarifa na parcela que não explicaram. Quando contratei mostraram outro valor. Não é emergência mas preciso resolver.;emprestimo;media
Hackearam minha conta bancária. Preciso recuperar acesso urgente. Meu cartão tá sendo usado por terceiros agora. Espero uma solução.;seguranca;alta
Atendente me tratou com desrespeito. Quero falar com supervisor. Preciso resolver isso em breve.;atendimento;media
Oi, boa noite. Fiz um pix de R$ 4273 e mandei pra chave errada. O valor era pra Amanda e foi pra outra pessoa. Desde já agradeço.;pix;alta
Pessoal. Desconto continua mesmo depois de quitado. Quero reverter portabilidade.;emprestimo;alta
O app dá falha na autenticação quando abro. Já desinstalei e instalei de novo. Tá pendente há dias. Obrigado.;conta;media
Atendente passou informação errada. agora dizem que nunca falaram isso. minha renda ta comprometida por essa cobrança.;atendimento;alta
Olá, bom dia. Bot encerrou dizendo que resolveu mas não resolveu. Quero falar com humano. Fico no aguardo.;atendimento;media
Boa noite. Cobranças agressivas de dívida que não é minha. Quero registrar reclamação formal. Quero resolver logo pra não dar problema.;emprestimo;media
